VolcanoName	Activity_ID	VolcanoNumber	Morph Type 1	Morph Type 2	Morph Type 3	Morph Type 4	Morph Type 5	Morph Type 6	TectonicSetting	RockType	Country	ActivityType	StartDateYear	StartDateMonth	StartDateDay	EndDateYear	EndDateMonth	EndDateDay	DurationYears	ExplosivityIndexMax	ExplosivityIndexModifier	LatitudeDecimal	LongitudeDecimal	Elevation	Remarks
Okataina	14526	241050	Lava dome	Caldera	Fissure vent	NAN	NAN	NAN	Subduction zone / Continental crust (> 25 km)	Rhyolite	New Zealand	Confirmed Eruption	1981	5	0	1981	5	0	0	1	NAN	-38.120	176.500	1111	The massive, dominantly rhyolitic Okataina Volcanic Centre is surrounded by extensive ignimbrite and pyroclastic sheets produced during multiple caldera-forming eruptions. Numerous lava domes and craters erupted from two subparallel NE-SW-trending vent lineations form the Haroharo and Tarawera volcanic complexes. Lava domes of the Haroharo complex, at the northern end of the Okataina Volcanic Centre, occupy part of the 16 x 26 km Pleistocene Haroharo caldera, which formed incrementally between 300,000 and 50,000 years before present (BP). The oldest exposed rocks on the caldera floor are about 22,000 years old. The Tarawera complex at the southern end of Okataina consists of 11 rhyolitic lava domes and associated lava flows. The oldest domes were formed as late as about 15,000 years BP, and the youngest were formed in the Kaharoa eruption about 800 years BP. The NE-SW Tarawera vent lineation extends from the two dacitic cones of Maungaongaonga and Mangakakaramea on the SW to Mount Edgecumbe on the NE.  Construction of the Haroharo and Tarawera complexes impounded lakes Rotoiti, Totoehu, Okataina, and Tarawera against the outer margins of the Okataina ring structure.  A major hydrothermal area is located at Waimangu; the world-renowned Pink and White Terrace siliceous sinter deposits were destroyed during the major basaltic explosive eruption of 1886.
St. Andrew Strait	14857	250010	Complex	NAN	NAN	NAN	NAN	NAN	Subduction zone / Oceanic crust (< 15 km)	Rhyolite	Papua New Guinea	Confirmed Eruption	1883	3	28	NAN	NAN	NAN	NAN	2	NAN	-2.380	147.350	270	The St. Andrew Strait volcano, located in the Admiralty Islands north of Papua New Guinea, consists of a series of overlapping Quaternary cones formed by rhyolitic lava flows and pyroclastic materials on Lou and Tuluman Islands.  Volcanism is aligned on a curved arc extending through the 12-km-long Lou Island, which may represent an incipient caldera ring fracture. The historically active Tuluman Islands, 1.5 km south of Lou Island, were formed during a 1953-1957 eruption. Pam Lin and Pam Mandian Islands farther to the SE along the same arc contain fresh rhyolitic obsidian similar to that found on Tuluman.
St. Andrew Strait	14858	250010	Complex	NAN	NAN	NAN	NAN	NAN	Subduction zone / Oceanic crust (< 15 km)	Rhyolite	Papua New Guinea	Confirmed Eruption	1953	6	27	1957	1	28	4	2	NAN	-2.380	147.350	270	The St. Andrew Strait volcano, located in the Admiralty Islands north of Papua New Guinea, consists of a series of overlapping Quaternary cones formed by rhyolitic lava flows and pyroclastic materials on Lou and Tuluman Islands.  Volcanism is aligned on a curved arc extending through the 12-km-long Lou Island, which may represent an incipient caldera ring fracture. The historically active Tuluman Islands, 1.5 km south of Lou Island, were formed during a 1953-1957 eruption. Pam Lin and Pam Mandian Islands farther to the SE along the same arc contain fresh rhyolitic obsidian similar to that found on Tuluman.
Kikai	16995	282060	Caldera	Stratovolcano	Lava dome	NAN	NAN	NAN	Subduction zone / Oceanic crust (< 15 km)	Rhyolite	Japan	Confirmed Eruption	1934	9	19	1935	8	0	1	2	NAN	30.789	130.308	704	Kikai is a mostly submerged, 19-km-wide caldera near the northern end of the Ryukyu Islands south of Kyushu. Kikai was the source of one of the world's largest Holocene eruptions about 6300 years ago. Rhyolitic pyroclastic flows traveled across the sea for a total distance of 100 km to southern Kyushu, and ashfall reached the northern Japanese island of Hokkaido. The eruption devastated southern and central Kyushu, which remained uninhabited for several centuries. Post-caldera eruptions formed Iodake lava dome and Inamuradake scoria cone, as well as submarine lava domes. Historical eruptions have occurred in the 20th century at or near Satsuma-Iojima (also known as Tokara-Iojima), a small 3 x 6 km island forming part of the NW caldera rim. Showa-Iojima lava dome (also known as Iojima-Shinto), a small island 2 km east of Tokara-Iojima, was formed during submarine eruptions in 1934 and 1935. Mild-to-moderate explosive eruptions have occurred during the past few decades from Iodake, a rhyolitic lava dome at the eastern end of Tokara-Iojima.
Kikai	16996	282060	Caldera	Stratovolcano	Lava dome	NAN	NAN	NAN	Subduction zone / Oceanic crust (< 15 km)	Rhyolite	Japan	Confirmed Eruption	1988	1	18	1988	1	18	0	1	NAN	30.789	130.308	704	Kikai is a mostly submerged, 19-km-wide caldera near the northern end of the Ryukyu Islands south of Kyushu. Kikai was the source of one of the world's largest Holocene eruptions about 6300 years ago. Rhyolitic pyroclastic flows traveled across the sea for a total distance of 100 km to southern Kyushu, and ashfall reached the northern Japanese island of Hokkaido. The eruption devastated southern and central Kyushu, which remained uninhabited for several centuries. Post-caldera eruptions formed Iodake lava dome and Inamuradake scoria cone, as well as submarine lava domes. Historical eruptions have occurred in the 20th century at or near Satsuma-Iojima (also known as Tokara-Iojima), a small 3 x 6 km island forming part of the NW caldera rim. Showa-Iojima lava dome (also known as Iojima-Shinto), a small island 2 km east of Tokara-Iojima, was formed during submarine eruptions in 1934 and 1935. Mild-to-moderate explosive eruptions have occurred during the past few decades from Iodake, a rhyolitic lava dome at the eastern end of Tokara-Iojima.
Kikai	16997	282060	Caldera	Stratovolcano	Lava dome	NAN	NAN	NAN	Subduction zone / Oceanic crust (< 15 km)	Rhyolite	Japan	Confirmed Eruption	1997	0	0	NAN	NAN	NAN	NAN	1	?	30.789	130.308	704	Kikai is a mostly submerged, 19-km-wide caldera near the northern end of the Ryukyu Islands south of Kyushu. Kikai was the source of one of the world's largest Holocene eruptions about 6300 years ago. Rhyolitic pyroclastic flows traveled across the sea for a total distance of 100 km to southern Kyushu, and ashfall reached the northern Japanese island of Hokkaido. The eruption devastated southern and central Kyushu, which remained uninhabited for several centuries. Post-caldera eruptions formed Iodake lava dome and Inamuradake scoria cone, as well as submarine lava domes. Historical eruptions have occurred in the 20th century at or near Satsuma-Iojima (also known as Tokara-Iojima), a small 3 x 6 km island forming part of the NW caldera rim. Showa-Iojima lava dome (also known as Iojima-Shinto), a small island 2 km east of Tokara-Iojima, was formed during submarine eruptions in 1934 and 1935. Mild-to-moderate explosive eruptions have occurred during the past few decades from Iodake, a rhyolitic lava dome at the eastern end of Tokara-Iojima.
Kikai	16998	282060	Caldera	Stratovolcano	Lava dome	NAN	NAN	NAN	Subduction zone / Oceanic crust (< 15 km)	Rhyolite	Japan	Confirmed Eruption	1998	4	25	1999	8	0	1	2	NAN	30.789	130.308	704	Kikai is a mostly submerged, 19-km-wide caldera near the northern end of the Ryukyu Islands south of Kyushu. Kikai was the source of one of the world's largest Holocene eruptions about 6300 years ago. Rhyolitic pyroclastic flows traveled across the sea for a total distance of 100 km to southern Kyushu, and ashfall reached the northern Japanese island of Hokkaido. The eruption devastated southern and central Kyushu, which remained uninhabited for several centuries. Post-caldera eruptions formed Iodake lava dome and Inamuradake scoria cone, as well as submarine lava domes. Historical eruptions have occurred in the 20th century at or near Satsuma-Iojima (also known as Tokara-Iojima), a small 3 x 6 km island forming part of the NW caldera rim. Showa-Iojima lava dome (also known as Iojima-Shinto), a small island 2 km east of Tokara-Iojima, was formed during submarine eruptions in 1934 and 1935. Mild-to-moderate explosive eruptions have occurred during the past few decades from Iodake, a rhyolitic lava dome at the eastern end of Tokara-Iojima.
Kikai	16999	282060	Caldera	Stratovolcano	Lava dome	NAN	NAN	NAN	Subduction zone / Oceanic crust (< 15 km)	Rhyolite	Japan	Confirmed Eruption	2000	1	0	2000	3	0	0	2	?	30.789	130.308	704	Kikai is a mostly submerged, 19-km-wide caldera near the northern end of the Ryukyu Islands south of Kyushu. Kikai was the source of one of the world's largest Holocene eruptions about 6300 years ago. Rhyolitic pyroclastic flows traveled across the sea for a total distance of 100 km to southern Kyushu, and ashfall reached the northern Japanese island of Hokkaido. The eruption devastated southern and central Kyushu, which remained uninhabited for several centuries. Post-caldera eruptions formed Iodake lava dome and Inamuradake scoria cone, as well as submarine lava domes. Historical eruptions have occurred in the 20th century at or near Satsuma-Iojima (also known as Tokara-Iojima), a small 3 x 6 km island forming part of the NW caldera rim. Showa-Iojima lava dome (also known as Iojima-Shinto), a small island 2 km east of Tokara-Iojima, was formed during submarine eruptions in 1934 and 1935. Mild-to-moderate explosive eruptions have occurred during the past few decades from Iodake, a rhyolitic lava dome at the eastern end of Tokara-Iojima.
Kikai	17000	282060	Caldera	Stratovolcano	Lava dome	NAN	NAN	NAN	Subduction zone / Oceanic crust (< 15 km)	Rhyolite	Japan	Confirmed Eruption	2000	10	0	2001	12	0	1	1	NAN	30.789	130.308	704	Kikai is a mostly submerged, 19-km-wide caldera near the northern end of the Ryukyu Islands south of Kyushu. Kikai was the source of one of the world's largest Holocene eruptions about 6300 years ago. Rhyolitic pyroclastic flows traveled across the sea for a total distance of 100 km to southern Kyushu, and ashfall reached the northern Japanese island of Hokkaido. The eruption devastated southern and central Kyushu, which remained uninhabited for several centuries. Post-caldera eruptions formed Iodake lava dome and Inamuradake scoria cone, as well as submarine lava domes. Historical eruptions have occurred in the 20th century at or near Satsuma-Iojima (also known as Tokara-Iojima), a small 3 x 6 km island forming part of the NW caldera rim. Showa-Iojima lava dome (also known as Iojima-Shinto), a small island 2 km east of Tokara-Iojima, was formed during submarine eruptions in 1934 and 1935. Mild-to-moderate explosive eruptions have occurred during the past few decades from Iodake, a rhyolitic lava dome at the eastern end of Tokara-Iojima.
Kikai	17001	282060	Caldera	Stratovolcano	Lava dome	NAN	NAN	NAN	Subduction zone / Oceanic crust (< 15 km)	Rhyolite	Japan	Confirmed Eruption	2002	5	11	2002	7	0	0	2	NAN	30.789	130.308	704	Kikai is a mostly submerged, 19-km-wide caldera near the northern end of the Ryukyu Islands south of Kyushu. Kikai was the source of one of the world's largest Holocene eruptions about 6300 years ago. Rhyolitic pyroclastic flows traveled across the sea for a total distance of 100 km to southern Kyushu, and ashfall reached the northern Japanese island of Hokkaido. The eruption devastated southern and central Kyushu, which remained uninhabited for several centuries. Post-caldera eruptions formed Iodake lava dome and Inamuradake scoria cone, as well as submarine lava domes. Historical eruptions have occurred in the 20th century at or near Satsuma-Iojima (also known as Tokara-Iojima), a small 3 x 6 km island forming part of the NW caldera rim. Showa-Iojima lava dome (also known as Iojima-Shinto), a small island 2 km east of Tokara-Iojima, was formed during submarine eruptions in 1934 and 1935. Mild-to-moderate explosive eruptions have occurred during the past few decades from Iodake, a rhyolitic lava dome at the eastern end of Tokara-Iojima.
Kikai	17002	282060	Caldera	Stratovolcano	Lava dome	NAN	NAN	NAN	Subduction zone / Oceanic crust (< 15 km)	Rhyolite	Japan	Confirmed Eruption	2003	2	0	2003	10	0	0	2	NAN	30.789	130.308	704	Kikai is a mostly submerged, 19-km-wide caldera near the northern end of the Ryukyu Islands south of Kyushu. Kikai was the source of one of the world's largest Holocene eruptions about 6300 years ago. Rhyolitic pyroclastic flows traveled across the sea for a total distance of 100 km to southern Kyushu, and ashfall reached the northern Japanese island of Hokkaido. The eruption devastated southern and central Kyushu, which remained uninhabited for several centuries. Post-caldera eruptions formed Iodake lava dome and Inamuradake scoria cone, as well as submarine lava domes. Historical eruptions have occurred in the 20th century at or near Satsuma-Iojima (also known as Tokara-Iojima), a small 3 x 6 km island forming part of the NW caldera rim. Showa-Iojima lava dome (also known as Iojima-Shinto), a small island 2 km east of Tokara-Iojima, was formed during submarine eruptions in 1934 and 1935. Mild-to-moderate explosive eruptions have occurred during the past few decades from Iodake, a rhyolitic lava dome at the eastern end of Tokara-Iojima.
Kikai	17003	282060	Caldera	Stratovolcano	Lava dome	NAN	NAN	NAN	Subduction zone / Oceanic crust (< 15 km)	Rhyolite	Japan	Confirmed Eruption	2004	3	5	2004	10	0	0	2	NAN	30.789	130.308	704	Kikai is a mostly submerged, 19-km-wide caldera near the northern end of the Ryukyu Islands south of Kyushu. Kikai was the source of one of the world's largest Holocene eruptions about 6300 years ago. Rhyolitic pyroclastic flows traveled across the sea for a total distance of 100 km to southern Kyushu, and ashfall reached the northern Japanese island of Hokkaido. The eruption devastated southern and central Kyushu, which remained uninhabited for several centuries. Post-caldera eruptions formed Iodake lava dome and Inamuradake scoria cone, as well as submarine lava domes. Historical eruptions have occurred in the 20th century at or near Satsuma-Iojima (also known as Tokara-Iojima), a small 3 x 6 km island forming part of the NW caldera rim. Showa-Iojima lava dome (also known as Iojima-Shinto), a small island 2 km east of Tokara-Iojima, was formed during submarine eruptions in 1934 and 1935. Mild-to-moderate explosive eruptions have occurred during the past few decades from Iodake, a rhyolitic lava dome at the eastern end of Tokara-Iojima.
Kikai	20781	282060	Caldera	Stratovolcano	Lava dome	NAN	NAN	NAN	Subduction zone / Oceanic crust (< 15 km)	Rhyolite	Japan	Confirmed Eruption	2013	6	4	2013	6	4	0	1	NAN	30.789	130.308	704	Kikai is a mostly submerged, 19-km-wide caldera near the northern end of the Ryukyu Islands south of Kyushu. Kikai was the source of one of the world's largest Holocene eruptions about 6300 years ago. Rhyolitic pyroclastic flows traveled across the sea for a total distance of 100 km to southern Kyushu, and ashfall reached the northern Japanese island of Hokkaido. The eruption devastated southern and central Kyushu, which remained uninhabited for several centuries. Post-caldera eruptions formed Iodake lava dome and Inamuradake scoria cone, as well as submarine lava domes. Historical eruptions have occurred in the 20th century at or near Satsuma-Iojima (also known as Tokara-Iojima), a small 3 x 6 km island forming part of the NW caldera rim. Showa-Iojima lava dome (also known as Iojima-Shinto), a small island 2 km east of Tokara-Iojima, was formed during submarine eruptions in 1934 and 1935. Mild-to-moderate explosive eruptions have occurred during the past few decades from Iodake, a rhyolitic lava dome at the eastern end of Tokara-Iojima.
Novarupta	20243	312180	Caldera	Lava dome	NAN	NAN	NAN	NAN	Subduction zone / Continental crust (> 25 km)	Rhyolite	United States	Confirmed Eruption	1912	6	6	1912	10	0	0	6	NAN	58.270	-155.157	841	Novarupta, the least topographically prominent volcano in the Katmai area, was formed during a major eruption in 1912.  This eruption was the world's largest during the 20th century and produced a voluminous rhyolitic airfall tephra and the renowned Valley of Ten Thousand Smokes (VTTS) ash flow.  At the end of the eruption a small, 65-m-high, 400-m-wide lava dome grew to an elevation of 841 m within the source vent of the VTTS ashflow, a 2-km-wide area of subsidence NW of Trident volcano.  The NE side of the Falling Mountain lava dome of the Trident volcanic cluster, as well as Broken Mountain and Baked Mountain, was removed by collapse of the Novarupta depression, which is marked by radial and scalloped arcuate fractures.  Much larger collapse took place at Katmai volcano, 10 km to the east, where a 3 x 4 km wide caldera formed in response to magma reservoir drainage toward Novarupta.  
Chacana	11457	352022	Caldera	Lava dome	NAN	NAN	NAN	NAN	Subduction zone / Continental crust (> 25 km)	Rhyolite	Ecuador	Confirmed Eruption	1760	0	0	NAN	NAN	NAN	NAN	0	NAN	-0.375	-78.250	4643	Chacana is a massive, eroded caldera complex of Pliocene-Holocene age that forms one of the largest rhyolitic centers of the northern Andes.  The caldera is 32-km long in the N-S direction and 18-24 km wide in the E-W direction.  Chacana was constructed during three cycles of andesitic-to-rhyolitic volcanism, with major eruptions about 240,000, 180,00, and 160,000 years ago.  Dacitic lava flows were erupted from caldera-floor fissures between about 30,000 and 21,000 years ago.  Numerous lava domes were constructed within the caldera, which has been the source of frequent explosive eruptions throughout the Holocene as well as historical lava flows during the 18th century.  The massive Antisana stratovolcano was constructed immediately to the SE.    
Chacana	11458	352022	Caldera	Lava dome	NAN	NAN	NAN	NAN	Subduction zone / Continental crust (> 25 km)	Rhyolite	Ecuador	Confirmed Eruption	1773	0	0	NAN	NAN	NAN	NAN	0	NAN	-0.375	-78.250	4643	Chacana is a massive, eroded caldera complex of Pliocene-Holocene age that forms one of the largest rhyolitic centers of the northern Andes.  The caldera is 32-km long in the N-S direction and 18-24 km wide in the E-W direction.  Chacana was constructed during three cycles of andesitic-to-rhyolitic volcanism, with major eruptions about 240,000, 180,00, and 160,000 years ago.  Dacitic lava flows were erupted from caldera-floor fissures between about 30,000 and 21,000 years ago.  Numerous lava domes were constructed within the caldera, which has been the source of frequent explosive eruptions throughout the Holocene as well as historical lava flows during the 18th century.  The massive Antisana stratovolcano was constructed immediately to the SE.    
Chaiten	20852	358041	Caldera	Lava dome	NAN	NAN	NAN	NAN	Subduction zone / Continental crust (> 25 km)	Rhyolite	Chile	Confirmed Eruption	1640	NAN	NAN	NAN	NAN	NAN	NAN	4	?	-42.833	-72.646	1122	Chaitén is a small, glacier-free caldera with a compound Holocene lava dome located 10 km NE of the town of Chaitén on the Gulf of Corcovado.  Early work had identified only a single explosive eruption during the early Holocene prior to the major 2008 eruption, but later work has identified multiple explosive eruptions throughout the Holocene.  A rhyolitic, 962-m-high obsidian lava dome occupies much of the caldera floor.  Obsidian cobbles from this dome found in the Blanco River are the source of prehistorical artifacts from archaeological sites along the Pacific coast as far as 400 km away from the volcano to the north and south.  The caldera is breached on the SW side by a river that drains to the bay of Chaitén, and the high point on its southern rim reaches 1122 m.  The first historical eruption of Chaitén volcano beginning in 2008 produced major rhyolitic explosive activity and growth of a lava dome that filled much of the caldera.
Chaiten	12271	358041	Caldera	Lava dome	NAN	NAN	NAN	NAN	Subduction zone / Continental crust (> 25 km)	Rhyolite	Chile	Confirmed Eruption	2008	5	2	2011	5	31	3	4	NAN	-42.833	-72.646	1122	Chaitén is a small, glacier-free caldera with a compound Holocene lava dome located 10 km NE of the town of Chaitén on the Gulf of Corcovado.  Early work had identified only a single explosive eruption during the early Holocene prior to the major 2008 eruption, but later work has identified multiple explosive eruptions throughout the Holocene.  A rhyolitic, 962-m-high obsidian lava dome occupies much of the caldera floor.  Obsidian cobbles from this dome found in the Blanco River are the source of prehistorical artifacts from archaeological sites along the Pacific coast as far as 400 km away from the volcano to the north and south.  The caldera is breached on the SW side by a river that drains to the bay of Chaitén, and the high point on its southern rim reaches 1122 m.  The first historical eruption of Chaitén volcano beginning in 2008 produced major rhyolitic explosive activity and growth of a lava dome that filled much of the caldera.
